"","tourney_id","tourney_name","surface","draw_size","tourney_level","tourney_date","match_num","id","seed","entry","name","hand","ht","ioc","age","rank","rank_points","Op_id","Op_seed","Op_entry","opponent","Op_hand","Op_ht","Op_ioc","Op_age","Op_rank","Op_rank_points","score","best_of","round","minutes","ace","df","svpt","S1stIn","S1stWon","S2ndWon","SvGms","bpSaved","bpFaced","Op_ace","Op_df","Op_svpt","Op_S1stIn","Op_S1stWon","Op_S2ndWon","Op_SvGms","Op_bpSaved","Op_bpFaced","Win"
"134","2017-M001","Sydney","Hard",32,"I",20170109,290,201496,10,"","Caroline Wozniacki","R",177,"DEN",26.49965777,20,2135,201709,NA,"","Yulia Putintseva","R",NA,"KAZ",22.00684463,34,1450,"6-0 7-5",3,"R16",78,3,2,55,39,30,7,9,4,5,4,1,55,42,21,5,9,7,12,1
"135","2017-M001","Sydney","Hard",32,"I",20170109,289,201366,NA,"","Barbora Zahlavova Strycova","R",164,"CZE",30.7871321,19,2170,201311,9,"","Roberta Vinci","R",163,"ITA",33.89185489,18,2210,"6-2 6-3",3,"R16",79,3,3,60,34,23,13,8,4,6,0,4,64,36,17,11,9,9,15,1
"136","2017-M001","Sydney","Hard",32,"I",20170109,288,202504,NA,"Q","Ying Ying Duan","R",NA,"CHN",27.60301164,103,630,201535,NA,"","Coco Vandeweghe","R",185,"USA",25.09514031,38,1312,"6-3 6-2",3,"R16",63,5,4,58,35,25,14,9,4,5,5,6,46,30,19,4,8,2,6,1
"137","2017-M001","Sydney","Hard",32,"I",20170109,287,201474,2,"","Agnieszka Radwanska","R",170,"POL",27.84668036,3,5420,201539,NA,"Q","Christina Mchale","R",170,"USA",24.66529774,43,1250,"7-6(1) 6-1",3,"R16",111,1,1,71,42,30,14,9,7,9,1,5,73,43,23,13,10,5,10,1
"138","2017-M001","Sydney","Hard",32,"I",20170109,285,214082,NA,"","Darya Kasatkina","R",NA,"RUS",19.67693361,26,1655,201693,NA,"","Timea Babos","R",179,"HUN",23.66872005,28,1545,"3-6 6-4 6-2",3,"R32",112,1,5,90,57,39,15,13,6,9,7,6,88,57,39,10,14,5,10,1
"139","2017-M001","Sydney","Hard",32,"I",20170109,284,201611,NA,"","Daria Gavrilova","R",NA,"AUS",22.85010267,25,1665,202499,NA,"LL","Donna Vekic","R",NA,"CRO",20.5338809,97,658,"6-3 7-6(1)",3,"R32",101,6,4,71,46,33,16,11,0,1,4,4,67,36,26,13,10,6,8,1
"140","2017-M001","Sydney","Hard",32,"I",20170109,283,202427,6,"","Johanna Konta","R",NA,"GBR",25.65092402,10,3690,201613,NA,"LL","Arina Rodionova","R",NA,"RUS",27.06913073,184,303,"6-3 6-4",3,"R32",91,4,8,72,41,29,14,10,6,8,0,5,53,28,17,12,9,0,4,1
"141","2017-M001","Sydney","Hard",32,"I",20170109,282,201495,3,"","Dominika Cibulkova","R",161,"SVK",27.67967146,6,4875,201696,NA,"","Laura Siegemund","R",NA,"GER",28.85147159,29,1513,"6-2 6-0",3,"R32",76,0,2,49,34,22,9,7,2,3,0,3,47,29,13,6,7,4,10,1
"142","2017-M001","Sydney","Hard",32,"I",20170109,281,202446,NA,"WC","Eugenie Bouchard","R",NA,"CAN",22.87200548,49,1180,201533,NA,"","Shuai Zhang","R",NA,"CHN",27.96714579,23,1885,"7-6(1) 6-2",3,"R32",99,4,3,60,37,28,15,10,3,4,3,4,96,55,34,17,10,8,11,1
"143","2017-M001","Sydney","Hard",32,"I",20170109,280,201499,NA,"","Anastasia Pavlyuchenkova","R",177,"RUS",25.52224504,27,1575,201325,NA,"","Samantha Stosur","R",172,"AUS",32.78028747,21,2115,"6-3 6-1",3,"R32",63,1,2,44,31,24,7,8,1,2,5,2,48,31,18,3,8,1,6,1
"144","2017-M001","Sydney","Hard",32,"I",20170109,279,201320,5,"","Svetlana Kuznetsova","R",174,"RUS",31.53730322,9,4115,201593,NA,"","Irina Camelia Begu","R",181,"ROU",26.37371663,30,1502,"6-1 6-4",3,"R32",76,2,1,50,34,21,11,9,1,3,1,1,53,34,18,7,8,2,7,1
"145","2017-M001","Sydney","Hard",32,"I",20170109,278,201496,10,"","Caroline Wozniacki","R",177,"DEN",26.49965777,20,2135,201620,NA,"","Monica Puig","R",NA,"PUR",23.28542094,32,1490,"6-3 2-6 6-4",3,"R32",130,6,1,99,67,42,18,14,9,12,8,11,89,56,42,13,13,1,4,1
"146","2017-M001","Sydney","Hard",32,"I",20170109,277,201709,NA,"","Yulia Putintseva","R",NA,"KAZ",22.00684463,34,1450,202505,NA,"WC","Belinda Bencic","R",NA,"SUI",19.83572895,48,1185,"6-4 2-3 RET",3,"R32",64,4,0,33,24,17,6,7,0,2,2,6,50,32,20,6,8,6,9,1
"147","2017-M001","Sydney","Hard",32,"I",20170109,276,201366,NA,"","Barbora Zahlavova Strycova","R",164,"CZE",30.7871321,19,2170,201505,NA,"","Ekaterina Makarova","L",178,"RUS",28.59137577,33,1476,"6-3 7-5",3,"R32",84,0,4,57,42,25,5,11,0,5,1,6,60,43,19,7,10,6,13,1
"148","2017-M001","Sydney","Hard",32,"I",20170109,275,201311,9,"","Roberta Vinci","R",163,"ITA",33.89185489,18,2210,206289,NA,"Q","Maria Sakkari","R",NA,"GRE",21.46201232,94,678,"6-4 6-0",3,"R32",72,0,0,49,30,21,9,8,2,4,0,0,53,37,16,6,8,1,7,1
"149","2017-M001","Sydney","Hard",32,"I",20170109,274,201535,NA,"","Coco Vandeweghe","R",185,"USA",25.09514031,38,1312,201455,8,"","Elena Vesnina","R",176,"RUS",30.4421629,17,2229,"6-2 4-0 RET",3,"R32",68,7,7,58,25,20,16,6,4,4,2,7,40,26,15,3,6,3,7,1
"150","2017-M001","Sydney","Hard",32,"I",20170109,273,202504,NA,"Q","Ying Ying Duan","R",NA,"CHN",27.60301164,103,630,201604,NA,"LL","Irina Falconi","R",NA,"USA",26.68583162,102,634,"7-5 3-6 6-0",3,"R32",116,4,4,93,59,44,14,14,9,11,3,5,84,56,36,12,13,4,8,1
"151","2017-M001","Sydney","Hard",32,"I",20170109,272,201539,NA,"Q","Christina Mchale","R",170,"USA",24.66529774,43,1250,201435,NA,"Q","Kateryna Bondarenko","R",175,"UKR",30.42299795,68,883,"4-6 7-5 6-2",3,"R32",145,8,3,103,67,41,15,15,7,13,3,4,125,75,40,21,15,13,21,1
"152","2017-580","Australian Open","Hard",128,"G",20170116,100,201493,1,"","Angelique Kerber","L",173,"GER",28.99657769,1,8875,201615,NA,"","Lesia Tsurenko","R",174,"UKR",27.63312799,51,1095,"6-2 5-7 6-2",3,"R128",123,3,4,89,50,35,25,14,6,8,0,3,91,55,35,17,14,6,11,1
"153","2017-580","Australian Open","Hard",128,"G",20170116,101,202489,NA,"","Carina Witthoeft","R",NA,"GER",21.91649555,89,736,205815,NA,"","Eri Hozumi","R",NA,"JPN",22.91307324,214,246,"7-5 7-6(6)",3,"R128",113,4,8,82,55,42,10,12,6,8,3,0,89,55,37,16,12,8,11,1
"154","2017-580","Australian Open","Hard",128,"G",20170116,102,201697,NA,"","Kristyna Pliskova","L",NA,"CZE",24.82409309,58,1007,203530,NA,"","Viktorija Golubic","R",NA,"SUI",24.25188227,62,991,"6-3 2-6 6-4",3,"R128",126,7,4,83,48,26,20,14,8,13,2,3,92,67,38,13,13,7,13,1
"155","2017-580","Australian Open","Hard",128,"G",20170116,103,201593,27,"","Irina Camelia Begu","R",181,"ROU",26.39288159,29,1502,201468,NA,"","Yaroslava Shvedova","R",180,"KAZ",29.34702259,39,1284,"5-7 6-3 6-4",3,"R128",138,3,8,102,58,42,25,16,4,6,3,3,89,51,32,23,15,3,6,1
"156","2017-580","Australian Open","Hard",128,"G",20170116,104,201397,NA,"","Shuai Peng","R",173,"CHN",31.02258727,83,763,214082,23,"","Darya Kasatkina","R",NA,"RUS",19.69609856,25,1700,"6-0 7-6(5)",3,"R128",88,4,3,65,42,30,8,9,5,8,0,0,64,49,21,6,9,4,10,1
"157","2017-580","Australian Open","Hard",128,"G",20170116,105,202446,NA,"","Eugenie Bouchard","R",NA,"CAN",22.89117043,47,1185,211635,NA,"","Louisa Chirico","R",NA,"USA",20.67077344,65,908,"6-0 6-4",3,"R128",55,2,0,46,25,16,16,8,1,2,3,2,46,30,17,4,8,3,8,1
"158","2017-580","Australian Open","Hard",128,"G",20170116,106,201426,NA,"","Pauline Parmentier","R",175,"FRA",30.9596167,67,886,201595,NA,"","Misaki Doi","L",159,"JPN",25.71937029,41,1270,"7-5 7-5",3,"R128",101,4,7,86,52,39,19,12,11,12,1,2,67,44,30,12,12,1,4,1
"159","2017-580","Australian Open","Hard",128,"G",20170116,107,201535,NA,"","Coco Vandeweghe","R",185,"USA",25.11430527,35,1366,201311,15,"","Roberta Vinci","R",163,"ITA",33.91101985,19,2210,"6-1 7-6(3)",3,"R128",96,7,7,65,26,23,20,10,1,2,2,4,64,38,22,12,9,2,6,1
"160","2017-580","Australian Open","Hard",128,"G",20170116,108,201521,10,"","Carla Suarez Navarro","R",162,"ESP",28.36960986,12,2985,202450,NA,"","Jana Cepelova","R",168,"SVK",23.63586585,102,650,"6-2 6-2",3,"R128",72,1,3,59,43,26,11,8,3,4,0,4,55,38,19,6,8,5,10,1
"161","2017-580","Australian Open","Hard",128,"G",20170116,109,201514,NA,"","Sorana Cirstea","R",176,"ROU",26.77891855,78,799,202701,NA,"","Irina Khromacheva","L",NA,"RUS",21.68377823,95,682,"6-2 6-1",3,"R128",71,4,5,72,43,32,15,8,6,6,1,4,41,18,12,9,7,1,5,1
"162","2017-580","Australian Open","Hard",128,"G",20170116,110,201590,NA,"","Alison Riske","R",NA,"USA",26.54072553,42,1247,201483,NA,"","Madison Brengle","R",NA,"USA",26.78986995,69,875,"7-5 6-3",3,"R128",88,3,2,71,49,33,11,11,6,8,1,5,67,46,26,9,10,5,10,1
"163","2017-580","Australian Open","Hard",128,"G",20170116,111,201533,20,"","Shuai Zhang","R",NA,"CHN",27.98631075,23,1885,205925,NA,"","Aliaksandra Sasnovich","R",NA,"BLR",22.82272416,118,501,"6-0 6-3",3,"R128",50,3,1,42,34,28,4,8,0,0,1,5,42,27,15,5,7,2,6,1
"164","2017-580","Australian Open","Hard",128,"G",20170116,112,201545,32,"","Anastasija Sevastova","U",NA,"LAT",26.76249144,33,1425,211702,NA,"","Nao Hibino","R",NA,"JPN",22.13552361,103,640,"6-4 RET",3,"R128",36,1,3,26,12,8,9,5,0,1,0,1,28,19,11,4,5,2,4,1
"165","2017-580","Australian Open","Hard",128,"G",20170116,113,201568,NA,"","Kristina Kucova","R",NA,"SVK",26.65297741,80,778,201539,NA,"","Christina Mchale","R",170,"USA",24.6844627,40,1275,"6-4 6-0",3,"R128",87,2,1,40,33,24,5,8,0,1,4,5,90,46,27,15,8,12,17,1
"166","2017-580","Australian Open","Hard",128,"G",20170116,114,202496,NA,"","Samantha Crawford","R",NA,"USA",21.91101985,162,348,201616,NA,"","Lauren Davis","R",157,"USA",23.27173169,45,1218,"4-6 6-3 6-0",3,"R128",110,3,9,78,35,24,24,13,4,7,1,6,79,37,21,19,12,6,12,1
"167","2017-580","Australian Open","Hard",128,"G",20170116,115,202469,7,"","Garbine Muguruza","R",182,"ESP",23.27446954,7,4420,201523,NA,"","Marina Erakovic","R",174,"NZL",28.86516085,110,582,"7-5 6-4",3,"R128",97,5,2,70,34,25,21,11,5,7,2,5,66,46,31,7,11,4,8,1
"168","2017-580","Australian Open","Hard",128,"G",20170116,116,201603,NA,"","Shelby Rogers","R",NA,"USA",24.26009582,52,1089,201594,4,"","Simona Halep","R",168,"ROU",25.30595483,4,5073,"6-3 6-1",3,"R128",75,2,0,53,34,24,12,8,1,1,2,1,71,50,29,8,8,7,11,1
"169","2017-580","Australian Open","Hard",128,"G",20170116,117,202458,NA,"","Ashleigh Barty","R",NA,"AUS",20.73100616,223,236,202470,NA,"","Annika Beck","R",170,"GER",22.91581109,50,1120,"6-4 7-5",3,"R128",100,8,3,66,32,22,16,11,4,8,1,9,90,64,35,8,11,7,13,1
"170","2017-580","Australian Open","Hard",128,"G",20170116,118,201621,NA,"","Mona Barthel","R",185,"GER",26.51882272,181,312,215018,NA,"","Destanee Aiava","R",NA,"AUS",16.68720055,273,171,"6-3 7-6(4)",3,"R128",91,5,4,76,50,38,13,11,3,4,3,7,69,38,28,17,10,1,3,1
"171","2017-580","Australian Open","Hard",128,"G",20170116,119,201620,29,"","Monica Puig","R",NA,"PUR",23.3045859,46,1215,206255,NA,"","Patricia Maria Tig","R",NA,"ROU",22.47501711,107,598,"6-0 6-1",3,"R128",53,2,0,41,25,16,13,7,2,2,1,2,37,23,12,3,6,7,12,1
"172","2017-580","Australian Open","Hard",128,"G",20170116,120,201478,NA,"","Varvara Lepchenko","L",180,"USA",30.65845311,88,738,202428,19,"","Kiki Bertens","R",182,"NED",25.10335387,22,1956,"7-5 7-6(5)",3,"R128",125,4,4,102,68,45,14,12,12,15,2,3,76,40,27,15,12,3,7,1
"173","2017-580","Australian Open","Hard",128,"G",20170116,121,202504,NA,"","Ying Ying Duan","R",NA,"CHN",27.62217659,87,753,211685,NA,"","Rebecca Sramkova","R",NA,"SVK",20.24366872,120,498,"6-3 6-4",3,"R128",64,1,4,65,46,31,9,10,5,7,6,4,47,18,15,12,9,2,6,1
"174","2017-580","Australian Open","Hard",128,"G",20170116,122,201527,NA,"","Stefanie Voegele","R",170,"SUI",26.85557837,112,550,201597,NA,"","Kurumi Nara","R",NA,"JPN",25.04859685,77,804,"2-6 6-2 6-3",3,"R128",113,7,2,67,42,31,14,13,1,4,0,0,83,49,28,19,12,5,9,1
"175","2017-580","Australian Open","Hard",128,"G",20170116,123,200748,13,"","Venus Williams","R",185,"USA",36.58316222,17,2240,203462,NA,"","Kateryna Kozlova","R",NA,"UKR",22.90485969,101,654,"7-6(5) 7-5",3,"R128",119,2,7,80,44,28,21,12,4,7,2,3,86,60,37,11,12,5,9,1
"176","2017-580","Australian Open","Hard",128,"G",20170116,124,202494,11,"","Elina Svitolina","R",174,"UKR",22.34633812,13,2895,201448,NA,"","Galina Voskoboeva","R",183,"KAZ",32.07939767,274,170,"6-0 6-2",3,"R128",67,2,6,64,40,29,11,7,6,6,2,3,54,32,15,9,7,10,15,1
