"","tourney_id","tourney_name","surface","draw_size","tourney_level","tourney_date","match_num","id","seed","entry","name","hand","ht","ioc","age","rank","rank_points","Op_id","Op_seed","Op_entry","opponent","Op_hand","Op_ht","Op_ioc","Op_age","Op_rank","Op_rank_points","score","best_of","round","minutes","ace","df","svpt","S1stIn","S1stWon","S2ndWon","SvGms","bpSaved","bpFaced","Op_ace","Op_df","Op_svpt","Op_S1stIn","Op_S1stWon","Op_S2ndWon","Op_SvGms","Op_bpSaved","Op_bpFaced","Win"
"2070","2017-560","Us Open","Hard",128,"G",20170828,212,201662,1,"","Karolina Pliskova","R",184,"CZE",25.43737166,1,6390,206108,NA,"","Jennifer Brady","R",NA,"USA",22.37919233,91,660,"6-1 6-0",3,"R16",46,3,3,36,24,22,5,0,2,2,1,4,41,16,4,9,0,3,9,1
"2071","2017-560","Us Open","Hard",128,"G",20170828,213,201535,20,"","Coco Vandeweghe","R",185,"USA",25.72758385,22,1994,201425,NA,"","Lucie Safarova","L",177,"CZE",30.56262834,37,1440,"6-4 7-6(2)",3,"R16",99,6,4,77,45,31,21,0,4,5,6,3,68,48,37,6,0,2,4,1
"2072","2017-560","Us Open","Hard",128,"G",20170828,214,201619,15,"","Madison Keys","R",178,"USA",22.52703628,16,2343,202494,4,"","Elina Svitolina","R",174,"UKR",22.9596167,4,5530,"7-6(2) 1-6 6-4",3,"R16",120,4,1,97,57,37,18,0,7,12,1,5,98,60,40,15,0,6,10,1
"2073","2017-560","Us Open","Hard",128,"G",20170828,215,201466,NA,"","Kaia Kanepi","R",181,"EST",32.21629021,418,83,214082,NA,"","Darya Kasatkina","R",NA,"RUS",20.30937714,38,1395,"6-4 6-4",3,"R16",87,4,3,74,57,34,6,0,7,11,1,4,63,42,20,8,0,3,9,1
"2074","2017-560","Us Open","Hard",128,"G",20170828,216,200748,9,"","Venus Williams","R",185,"USA",37.19644079,9,4216,201521,NA,"","Carla Suarez Navarro","R",162,"ESP",28.98288843,35,1470,"6-3 3-6 6-1",3,"R16",110,4,7,92,53,36,15,0,5,9,2,1,72,41,23,12,0,2,9,1
"2075","2017-560","Us Open","Hard",128,"G",20170828,217,201520,13,"","Petra Kvitova","L",183,"CZE",27.47433265,14,3120,202469,3,"","Garbine Muguruza","R",182,"ESP",23.88774812,3,5860,"7-6(3) 6-3",3,"R16",106,4,9,82,45,35,14,0,9,12,0,3,66,43,24,10,0,3,7,1
"2076","2017-560","Us Open","Hard",128,"G",20170828,218,201585,NA,"","Sloane Stephens","R",170,"USA",24.44079398,83,711,201504,30,"","Julia Goerges","R",180,"GER",28.81861739,33,1570,"6-3 3-6 6-1",3,"R16",101,2,1,73,51,38,14,0,5,6,4,3,74,43,28,15,0,3,6,1
"2077","2017-560","Us Open","Hard",128,"G",20170828,219,201545,16,"","Anastasija Sevastova","U",NA,"LAT",27.37577002,17,2295,201345,NA,"","Maria Sharapova","R",NA,"RUS",30.36002738,146,365,"5-7 6-4 6-2",3,"R16",136,0,2,88,54,42,15,0,3,6,4,5,89,48,32,20,0,1,6,1
"2078","2017-560","Us Open","Hard",128,"G",20170828,220,201535,20,"","Coco Vandeweghe","R",185,"USA",25.72758385,22,1994,201662,1,"","Karolina Pliskova","R",184,"CZE",25.43737166,1,6390,"7-6(4) 6-3",3,"QF",94,5,5,83,53,43,12,0,5,7,2,3,57,38,27,9,0,2,5,1
"2079","2017-560","Us Open","Hard",128,"G",20170828,221,201619,15,"","Madison Keys","R",178,"USA",22.52703628,16,2343,201466,NA,"","Kaia Kanepi","R",181,"EST",32.21629021,418,83,"6-3 6-3",3,"QF",68,8,0,53,38,30,9,0,3,3,0,2,64,43,28,8,0,5,8,1
"2080","2017-560","Us Open","Hard",128,"G",20170828,222,200748,9,"","Venus Williams","R",185,"USA",37.19644079,9,4216,201520,13,"","Petra Kvitova","L",183,"CZE",27.47433265,14,3120,"6-3 3-6 7-6(2)",3,"QF",154,5,7,99,58,39,25,0,1,4,8,9,98,55,39,20,0,8,11,1
"2081","2017-560","Us Open","Hard",128,"G",20170828,223,201585,NA,"","Sloane Stephens","R",170,"USA",24.44079398,83,711,201545,16,"","Anastasija Sevastova","U",NA,"LAT",27.37577002,17,2295,"6-3 3-6 7-6(4)",3,"QF",148,0,2,106,76,49,12,0,7,11,1,3,102,62,45,15,0,5,9,1
"2082","2017-560","Us Open","Hard",128,"G",20170828,224,201619,15,"","Madison Keys","R",178,"USA",22.52703628,16,2343,201535,20,"","Coco Vandeweghe","R",185,"USA",25.72758385,22,1994,"6-1 6-2",3,"SF",66,5,1,47,30,22,13,0,0,0,0,2,51,31,14,10,0,3,7,1
"2083","2017-560","Us Open","Hard",128,"G",20170828,225,201585,NA,"","Sloane Stephens","R",170,"USA",24.44079398,83,711,200748,9,"","Venus Williams","R",185,"USA",37.19644079,9,4216,"6-1 0-6 7-5",3,"SF",127,2,2,86,55,31,17,0,9,14,3,6,88,56,35,11,0,7,12,1
"2084","2017-560","Us Open","Hard",128,"G",20170828,226,201585,NA,"","Sloane Stephens","R",170,"USA",24.44079398,83,711,201619,15,"","Madison Keys","R",178,"USA",22.52703628,16,2343,"6-3 6-0",3,"F",61,0,0,44,33,24,7,0,3,3,3,1,55,40,20,6,0,7,12,1
"2085","2017-1083","Dalian","Hard",32,"I",20170904,300,203462,5,"","Kateryna Kozlova","R",NA,"UKR",23.53730322,118,510,201329,NA,"","Vera Zvonareva","R",172,"RUS",32.99110198,623,36,"6-4 6-2",3,"F",95,3,0,66,47,29,10,9,6,8,1,3,72,47,25,10,9,7,12,1
"2086","2017-1083","Dalian","Hard",32,"I",20170904,299,203462,5,"","Kateryna Kozlova","R",NA,"UKR",23.53730322,118,510,201610,3,"","Zarina Diyas","R",NA,"KAZ",23.87953457,109,564,"6-4 7-5",3,"SF",100,5,1,73,51,31,12,11,5,8,1,6,78,55,31,8,11,8,13,1
"2087","2017-1083","Dalian","Hard",32,"I",20170904,298,201329,NA,"","Vera Zvonareva","R",172,"RUS",32.99110198,623,36,201554,NA,"","Vitalia Diatchenko","R",170,"RUS",27.09103354,250,212,"6-4 6-2",3,"SF",88,2,2,77,59,31,10,9,7,10,1,6,63,39,19,9,9,2,8,1
"2088","2017-1083","Dalian","Hard",32,"I",20170904,297,203462,5,"","Kateryna Kozlova","R",NA,"UKR",23.53730322,118,510,202504,1,"","Ying Ying Duan","R",NA,"CHN",28.25462012,92,656,"6-2 6-1",3,"QF",68,2,0,43,31,21,10,7,0,0,3,8,74,46,29,7,8,7,12,1
"2089","2017-1083","Dalian","Hard",32,"I",20170904,296,201610,3,"","Zarina Diyas","R",NA,"KAZ",23.87953457,109,564,201580,6,"","Xinyun Han","L",NA,"CHN",27.26625599,124,493,"6-2 7-6(3)",3,"QF",105,0,6,67,51,34,4,10,4,8,4,8,70,37,19,14,10,5,11,1
"2090","2017-1083","Dalian","Hard",32,"I",20170904,295,201329,NA,"","Vera Zvonareva","R",172,"RUS",32.99110198,623,36,201674,NA,"","Sabina Sharipova","R",NA,"UZB",23.00068446,159,341,"6-3 6-2",3,"QF",64,1,4,49,31,19,6,8,3,6,0,7,49,29,14,4,9,3,10,1
"2091","2017-1083","Dalian","Hard",32,"I",20170904,294,201554,NA,"","Vitalia Diatchenko","R",170,"RUS",27.09103354,250,212,203576,NA,"WC","Kai Lin Zhang","U",NA,"CHN",27.60027379,264,200,"6-3 7-5",3,"QF",85,1,7,61,43,30,6,11,0,3,2,3,63,36,19,12,10,2,7,1
"2092","2017-1083","Dalian","Hard",32,"I",20170904,293,202504,1,"","Ying Ying Duan","R",NA,"CHN",28.25462012,92,656,203578,NA,"","Fangzhou Liu","U",NA,"CHN",21.7303217,162,340,"5-7 7-6(8) 6-4",3,"R16",150,3,6,121,89,54,18,17,4,9,11,10,110,54,42,24,17,7,12,1
"2093","2017-1083","Dalian","Hard",32,"I",20170904,292,203462,5,"","Kateryna Kozlova","R",NA,"UKR",23.53730322,118,510,203288,NA,"WC","Jia Jing Lu","U",NA,"CHN",27.79466119,268,198,"6-3 6-2",3,"R16",70,0,1,47,32,22,7,8,1,3,1,2,56,36,18,6,9,3,9,1
"2094","2017-1083","Dalian","Hard",32,"I",20170904,291,201610,3,"","Zarina Diyas","R",NA,"KAZ",23.87953457,109,564,216062,NA,"Q","Meiling Wang","U",NA,"CHN",17.53319644,713,25,"6-1 6-3",3,"R16",57,1,2,49,33,24,9,8,4,5,1,2,42,25,15,5,8,0,5,1
"2095","2017-1083","Dalian","Hard",32,"I",20170904,290,201580,6,"","Xinyun Han","L",NA,"CHN",27.26625599,124,493,201582,NA,"","Jing Jing Lu","R",NA,"CHN",28.3340178,214,251,"6-3 1-6 6-3",3,"R16",133,0,11,85,45,22,20,12,6,12,0,5,83,47,26,13,13,4,11,1
"2096","2017-1083","Dalian","Hard",32,"I",20170904,289,201674,NA,"","Sabina Sharipova","R",NA,"UZB",23.00068446,159,341,213544,8,"","Jana Fett","R",NA,"CRO",20.83778234,131,462,"6-4 4-6 6-2",3,"R16",117,0,7,87,49,33,19,14,4,8,3,12,77,41,28,12,14,6,12,1
"2097","2017-1083","Dalian","Hard",32,"I",20170904,288,201329,NA,"","Vera Zvonareva","R",172,"RUS",32.99110198,623,36,214386,NA,"","Xinyu Gao","U",NA,"CHN",19.78644764,184,293,"6-4 6-4",3,"R16",84,1,7,58,35,25,12,10,1,3,1,2,60,40,19,12,10,4,8,1
"2098","2017-1083","Dalian","Hard",32,"I",20170904,287,203576,NA,"WC","Kai Lin Zhang","U",NA,"CHN",27.60027379,264,200,201613,9,"","Arina Rodionova","R",NA,"RUS",27.72073922,134,438,"6-4 7-5",3,"R16",112,2,10,89,48,28,18,11,8,13,0,1,70,49,25,7,11,6,13,1
"2099","2017-1083","Dalian","Hard",32,"I",20170904,286,201554,NA,"","Vitalia Diatchenko","R",170,"RUS",27.09103354,250,212,203575,2,"","Danka Kovinic","R",NA,"MNE",22.79534565,106,582,"6-3 2-6 6-3",3,"R16",113,3,8,79,47,31,12,13,5,11,1,9,82,46,22,17,13,5,12,1
"2100","2017-1083","Dalian","Hard",32,"I",20170904,285,202504,1,"","Ying Ying Duan","R",NA,"CHN",28.25462012,92,656,205344,NA,"Q","Beatrice Gumulya","R",NA,"INA",26.67488022,872,14,"6-3 6-2",3,"R32",63,6,4,47,24,20,13,8,3,4,1,3,50,27,14,8,9,0,5,1
"2101","2017-1083","Dalian","Hard",32,"I",20170904,284,203578,NA,"","Fangzhou Liu","U",NA,"CHN",21.7303217,162,340,206075,NA,"LL","Hiroko Kuwata","U",NA,"JPN",26.71321013,261,204,"6-1 6-0",3,"R32",48,3,1,36,22,19,9,7,0,0,0,2,44,28,12,5,6,5,10,1
"2102","2017-1083","Dalian","Hard",32,"I",20170904,283,203288,NA,"WC","Jia Jing Lu","U",NA,"CHN",27.79466119,268,198,214646,NA,"Q","Xiaodi You","U",NA,"CHN",21.31416838,440,74,"6-2 6-4",3,"R32",76,2,3,53,30,22,10,9,2,5,1,13,61,34,19,7,9,3,9,1
"2103","2017-1083","Dalian","Hard",32,"I",20170904,282,203462,5,"","Kateryna Kozlova","R",NA,"UKR",23.53730322,118,510,204223,NA,"","Peangtarn Plipuech","U",NA,"THA",24.80219028,195,280,"6-3 6-2",3,"R32",68,2,0,47,35,23,7,8,2,3,4,1,52,29,19,7,9,0,5,1
"2104","2017-1083","Dalian","Hard",32,"I",20170904,281,201610,3,"","Zarina Diyas","R",NA,"KAZ",23.87953457,109,564,206294,NA,"WC","Yue Yuan","U",NA,"CHN",26.18480493,456,70,"6-4 4-6 6-2",3,"R32",101,2,6,79,53,36,9,14,5,10,1,1,81,55,30,10,14,3,10,1
"2105","2017-1083","Dalian","Hard",32,"I",20170904,280,216062,NA,"Q","Meiling Wang","U",NA,"CHN",17.53319644,713,25,212034,NA,"","Fang Ying Xun","U",NA,"CHN",22.63928816,274,192,"7-6(3) 7-5",3,"R32",86,0,2,72,49,27,15,12,5,9,6,8,82,52,35,10,12,1,6,1
"2106","2017-1083","Dalian","Hard",32,"I",20170904,279,201582,NA,"","Jing Jing Lu","R",NA,"CHN",28.3340178,214,251,203389,NA,"","Danielle Rose Collins","R",NA,"USA",23.72621492,160,341,"7-5 6-1",3,"R32",75,2,5,51,30,20,6,9,3,7,2,4,61,33,16,8,10,4,12,1
"2107","2017-1083","Dalian","Hard",32,"I",20170904,278,201580,6,"","Xinyun Han","L",NA,"CHN",27.26625599,124,493,204291,NA,"","Na Lae Han","L",NA,"KOR",25.16358658,240,221,"2-6 7-6(4) 6-4",3,"R32",171,0,12,113,69,39,18,15,7,15,2,4,105,61,37,16,15,9,16,1
"2108","2017-1083","Dalian","Hard",32,"I",20170904,277,213544,8,"","Jana Fett","R",NA,"CRO",20.83778234,131,462,202508,NA,"Q","Yuxuan Zhang","R",NA,"CHN",23.04449008,587,41,"6-1 7-6(8)",3,"R32",118,6,7,68,33,24,16,9,4,6,4,8,93,51,31,14,10,10,15,1
"2109","2017-1083","Dalian","Hard",32,"I",20170904,276,201674,NA,"","Sabina Sharipova","R",NA,"UZB",23.00068446,159,341,213821,NA,"WC","Wushuang Zheng","U",NA,"CHN",18.7652293,656,32,"6-1 3-6 7-5",3,"R32",130,3,11,95,55,40,16,14,6,9,1,4,100,57,33,23,14,10,15,1
"2110","2017-1083","Dalian","Hard",32,"I",20170904,275,214386,NA,"","Xinyu Gao","U",NA,"CHN",19.78644764,184,293,202490,NA,"","Rebecca Peterson","R",NA,"SWE",22.0807666,196,279,"7-6(6) 6-4",3,"R32",117,0,7,92,58,40,14,11,9,12,3,3,77,55,34,11,11,2,6,1
"2111","2017-1083","Dalian","Hard",32,"I",20170904,274,201329,NA,"","Vera Zvonareva","R",172,"RUS",32.99110198,623,36,201578,4,"","Kai Chen Chang","R",NA,"TPE",26.64202601,113,528,"6-3 6-7(5) 6-4",3,"R32",169,3,3,99,64,46,10,15,4,9,6,11,132,78,47,19,16,7,15,1
"2112","2017-1083","Dalian","Hard",32,"I",20170904,273,201613,9,"","Arina Rodionova","R",NA,"RUS",27.72073922,134,438,204294,NA,"","Su Jeong Jang","R",NA,"KOR",22.48049281,141,401,"6-4 7-6(3)",3,"R32",112,0,2,71,53,31,10,11,6,10,5,4,83,49,30,14,11,9,14,1
"2113","2017-1083","Dalian","Hard",32,"I",20170904,272,203576,NA,"WC","Kai Lin Zhang","U",NA,"CHN",27.60027379,264,200,202454,NA,"LL","Erika Sema","U",NA,"JPN",28.77754962,302,156,"7-5 6-2",3,"R32",85,1,8,66,29,22,15,10,3,6,1,1,62,46,22,8,10,3,9,1
"2114","2017-1083","Dalian","Hard",32,"I",20170904,271,201554,NA,"","Vitalia Diatchenko","R",170,"RUS",27.09103354,250,212,203553,NA,"","Riko Sawayanagi","R",NA,"JPN",22.86105407,242,221,"6-4 6-4",3,"R32",104,1,9,87,60,32,8,10,6,13,1,7,68,44,16,6,10,8,17,1
"2115","2017-1083","Dalian","Hard",32,"I",20170904,270,203575,2,"","Danka Kovinic","R",NA,"MNE",22.79534565,106,582,203435,NA,"","Dalila Jakupovic","R",NA,"SLO",26.45037645,217,248,"4-6 6-2 6-1",3,"R32",128,4,12,94,54,37,14,13,8,12,0,2,88,46,24,18,12,12,19,1
"2116","2017-W-FC-2017-WG-M-BLR-NED-01","Fed Cup WG R1: BLR vs NED","Hard",4,"D",20170211,1,205925,NA,"","Aliaksandra Sasnovich","R",NA,"BLR",22.89390828,128,471,201414,NA,"","Michaella Krajicek","R",177,"NED",28.09034908,253,192,"4-6 6-3 6-2",3,"RR",128,6,5,85,62,42,12,14,6,9,7,4,95,59,36,16,13,8,13,1
"2117","2017-W-FC-2017-WG-M-BLR-NED-01","Fed Cup WG R1: BLR vs NED","Hard",4,"D",20170211,2,202428,NA,"","Kiki Bertens","R",182,"NED",25.17453799,24,1956,214544,NA,"","Aryna Sabalenka","U",NA,"BLR",18.77344285,142,413,"3-6 7-6(6) 6-4",3,"RR",142,10,4,98,65,45,19,16,7,10,3,4,130,78,53,26,15,13,16,1
"2118","2017-W-FC-2017-WG-M-BLR-NED-01","Fed Cup WG R1: BLR vs NED","Hard",4,"D",20170211,3,205925,NA,"","Aliaksandra Sasnovich","R",NA,"BLR",22.89390828,128,471,202428,NA,"","Kiki Bertens","R",182,"NED",25.17453799,24,1956,"6-3 6-4",3,"RR",83,2,6,53,38,24,2,10,0,4,4,2,68,36,19,10,9,5,12,1
"2119","2017-W-FC-2017-WG-M-BLR-NED-01","Fed Cup WG R1: BLR vs NED","Hard",4,"D",20170211,4,214544,NA,"","Aryna Sabalenka","U",NA,"BLR",18.77344285,142,413,201414,NA,"","Michaella Krajicek","R",177,"NED",28.09034908,253,192,"7-6(5) 6-4",3,"RR",97,1,2,68,47,33,12,11,5,8,7,4,90,57,36,15,11,8,12,1
"2120","2017-W-FC-2017-WG-M-BLR-SUI-01","Fed Cup WG SF: BLR vs SUI","Hard",4,"D",20170422,1,205925,NA,"","Aliaksandra Sasnovich","R",NA,"BLR",23.08555784,96,662,203530,NA,"","Viktorija Golubic","R",NA,"SUI",24.51471595,54,1011,"6-3 5-7 7-5",3,"RR",168,0,8,116,77,41,21,17,10,17,0,4,115,75,40,18,16,8,16,1
"2121","2017-W-FC-2017-WG-M-BLR-SUI-01","Fed Cup WG SF: BLR vs SUI","Hard",4,"D",20170422,2,201490,NA,"","Timea Bacsinszky","R",NA,"SUI",27.87132101,22,1913,214544,NA,"","Aryna Sabalenka","U",NA,"BLR",18.9650924,125,465,"6-4 7-5",3,"RR",102,2,1,65,45,30,9,11,1,4,4,4,78,34,26,15,11,3,8,1
"2122","2017-W-FC-2017-WG-M-BLR-SUI-01","Fed Cup WG SF: BLR vs SUI","Hard",4,"D",20170422,3,205925,NA,"","Aliaksandra Sasnovich","R",NA,"BLR",23.08555784,96,662,201490,NA,"","Timea Bacsinszky","R",NA,"SUI",27.87132101,22,1913,"6-2 7-6(2)",3,"RR",95,0,5,66,52,35,7,10,2,4,3,1,63,42,25,8,10,1,5,1
"2123","2017-W-FC-2017-WG-M-BLR-SUI-01","Fed Cup WG SF: BLR vs SUI","Hard",4,"D",20170422,4,214544,NA,"","Aryna Sabalenka","U",NA,"BLR",18.9650924,125,465,203530,NA,"","Viktorija Golubic","R",NA,"SUI",24.51471595,54,1011,"6-3 2-6 6-4",3,"RR",128,1,6,80,50,35,15,14,6,10,1,1,110,84,46,13,13,6,10,1
"2124","2017-W-FC-2017-WG-M-CZE-ESP-01","Fed Cup WG R1: CZE vs ESP","Hard",4,"D",20170211,1,202469,NA,"","Garbine Muguruza","R",182,"ESP",23.34565366,7,4720,201366,NA,"","Barbora Zahlavova Strycova","R",164,"CZE",30.87748118,17,2295,"6-0 3-6 6-1",3,"RR",126,3,3,75,49,32,15,11,7,9,1,4,80,42,25,13,11,10,16,1
"2125","2017-W-FC-2017-WG-M-CZE-ESP-01","Fed Cup WG R1: CZE vs ESP","Hard",4,"D",20170211,2,201662,NA,"","Karolina Pliskova","R",184,"CZE",24.89527721,3,5270,202418,NA,"","Lara Arruabarrena","R",166,"ESP",24.89801506,70,868,"6-4 7-5",3,"RR",86,4,2,66,39,29,17,11,1,2,0,6,65,30,21,18,11,3,6,1
"2126","2017-W-FC-2017-WG-M-CZE-ESP-01","Fed Cup WG R1: CZE vs ESP","Hard",4,"D",20170211,3,201662,NA,"","Karolina Pliskova","R",184,"CZE",24.89527721,3,5270,202469,NA,"","Garbine Muguruza","R",182,"ESP",23.34565366,7,4720,"6-2 6-2",3,"RR",60,5,3,48,34,24,8,8,3,4,0,4,53,36,18,5,8,7,12,1
"2127","2017-W-FC-2017-WG-M-CZE-ESP-01","Fed Cup WG R1: CZE vs ESP","Hard",4,"D",20170211,4,201366,NA,"","Barbora Zahlavova Strycova","R",164,"CZE",30.87748118,17,2295,202418,NA,"","Lara Arruabarrena","R",166,"ESP",24.89801506,70,868,"6-4 6-4",3,"RR",114,2,1,82,52,36,14,10,10,12,2,2,73,46,24,14,10,5,9,1
"2128","2017-W-FC-2017-WG-M-CZE-USA-01","Fed Cup WG SF: CZE vs USA","Clay",4,"D",20170422,1,201535,NA,"","Coco Vandeweghe","R",185,"USA",25.37713895,24,1823,214954,NA,"","Marketa Vondrousova","L",NA,"CZE",17.81793292,117,514,"6-1 6-4",3,"RR",84,5,3,53,22,16,19,9,2,4,0,7,57,29,17,10,8,6,11,1
"2129","2017-W-FC-2017-WG-M-CZE-USA-01","Fed Cup WG SF: CZE vs USA","Clay",4,"D",20170422,2,211701,NA,"","Katerina Siniakova","R",NA,"CZE",20.95003422,38,1363,201603,NA,"","Shelby Rogers","R",NA,"USA",24.5229295,49,1101,"6-3 6-3",3,"RR",82,4,5,64,38,27,9,9,3,5,0,1,51,26,15,8,9,0,5,1
"2130","2017-W-FC-2017-WG-M-CZE-USA-01","Fed Cup WG SF: CZE vs USA","Clay",4,"D",20170422,3,201535,NA,"","Coco Vandeweghe","R",185,"USA",25.37713895,24,1823,211701,NA,"","Katerina Siniakova","R",NA,"CZE",20.95003422,38,1363,"6-4 6-0",3,"RR",81,4,2,48,28,24,12,8,2,2,2,5,53,28,17,10,8,5,9,1
"2131","2017-W-FC-2017-WG-M-CZE-USA-01","Fed Cup WG SF: CZE vs USA","Clay",4,"D",20170422,4,214954,NA,"","Marketa Vondrousova","L",NA,"CZE",17.81793292,117,514,201616,NA,"","Lauren Davis","R",157,"USA",23.53456537,36,1455,"6-2 7-5",3,"RR",104,1,3,63,41,26,9,10,6,10,0,8,75,47,23,10,10,5,12,1
"2132","2017-W-FC-2017-WG-M-GER-USA-01","Fed Cup WG R1: GER vs USA","Hard",4,"D",20170211,1,201590,NA,"","Alison Riske","R",NA,"USA",26.61190965,40,1367,201492,NA,"","Andrea Petkovic","R",180,"GER",29.42642026,51,1130,"7-6(10) 6-2",3,"RR",101,1,4,61,41,30,9,10,2,5,1,4,71,55,30,6,10,4,9,1
"2133","2017-W-FC-2017-WG-M-GER-USA-01","Fed Cup WG R1: GER vs USA","Hard",4,"D",20170211,2,201535,NA,"","Coco Vandeweghe","R",185,"USA",25.18548939,20,2136,201504,NA,"","Julia Goerges","R",180,"GER",28.27652293,57,1040,"6-3 3-1 RET",3,"RR",65,3,5,48,24,20,9,7,3,4,3,2,41,20,13,9,6,4,7,1
"2134","2017-W-FC-2017-WG-M-GER-USA-01","Fed Cup WG R1: GER vs USA","Hard",4,"D",20170211,3,201535,NA,"","Coco Vandeweghe","R",185,"USA",25.18548939,20,2136,201492,NA,"","Andrea Petkovic","R",180,"GER",29.42642026,51,1130,"3-6 6-4 6-0",3,"RR",132,6,6,83,34,20,25,13,6,11,1,11,86,51,29,12,12,8,16,1
"2135","2017-W-FC-2017-WG-M-SUI-FRA-01","Fed Cup WG R1: SUI vs FRA","Hard",4,"D",20170211,1,201490,NA,"","Timea Bacsinszky","R",NA,"SUI",27.67967146,16,2407,201427,NA,"","Alize Cornet","R",173,"FRA",27.05544148,43,1267,"7-5 6-4",3,"RR",133,0,2,58,33,21,14,11,2,5,3,3,83,54,30,13,11,9,14,1
"2136","2017-W-FC-2017-WG-M-SUI-FRA-01","Fed Cup WG R1: SUI vs FRA","Hard",4,"D",20170211,2,201540,NA,"","Kristina Mladenovic","R",184,"FRA",23.74811773,31,1535,202505,NA,"","Belinda Bencic","R",NA,"SUI",19.92607803,81,771,"6-3 6-4",3,"RR",77,10,4,55,30,27,12,10,1,2,2,2,65,46,28,10,9,9,12,1
"2137","2017-W-FC-2017-WG-M-SUI-FRA-01","Fed Cup WG R1: SUI vs FRA","Hard",4,"D",20170211,3,201490,NA,"","Timea Bacsinszky","R",NA,"SUI",27.67967146,16,2407,201540,NA,"","Kristina Mladenovic","R",184,"FRA",23.74811773,31,1535,"7-6(4) 4-6 7-5",3,"RR",197,3,4,123,83,55,20,17,11,14,2,3,120,78,55,21,17,3,6,1
"2138","2017-W-FC-2017-WG-M-SUI-FRA-01","Fed Cup WG R1: SUI vs FRA","Hard",4,"D",20170211,4,202505,NA,"","Belinda Bencic","R",NA,"SUI",19.92607803,81,771,201426,NA,"","Pauline Parmentier","R",175,"FRA",31.03080082,64,936,"6-3 6-4",3,"RR",85,0,1,60,43,33,11,10,2,2,5,3,57,35,26,10,9,4,6,1
"2139","2017-W-FC-2017-WG-PO-FRA-ESP-01","Fed Cup WG R1: FRA vs ESP","Clay",4,"D",20170422,1,201540,NA,"","Kristina Mladenovic","R",184,"FRA",23.93976728,19,2080,201562,NA,"","Silvia Soler Espinosa","R",NA,"ESP",29.42368241,156,360,"6-0 6-1",3,"RR",50,2,3,33,19,14,8,7,0,1,0,1,41,28,10,2,6,4,11,1
"2140","2017-W-FC-2017-WG-PO-FRA-ESP-01","Fed Cup WG R1: FRA vs ESP","Clay",4,"D",20170422,2,201426,NA,"","Pauline Parmentier","R",175,"FRA",31.22245038,64,880,204427,NA,"","Sara Sorribes Tormo","R",NA,"ESP",20.53661875,82,735,"6-4 6-2",3,"RR",138,1,1,54,29,14,17,9,4,7,0,7,104,77,37,13,9,15,21,1
"2141","2017-W-FC-2017-WG-PO-FRA-ESP-01","Fed Cup WG R1: FRA vs ESP","Clay",4,"D",20170422,3,201540,NA,"","Kristina Mladenovic","R",184,"FRA",23.93976728,19,2080,204427,NA,"","Sara Sorribes Tormo","R",NA,"ESP",20.53661875,82,735,"6-1 6-1",3,"RR",59,5,2,40,21,18,12,7,4,4,0,3,42,34,17,0,7,1,6,1
"2142","2017-W-FC-2017-WG-PO-GER-UKR-01","Fed Cup WG R1: GER vs UKR","Clay",4,"D",20170422,1,201504,NA,"","Julia Goerges","R",180,"GER",28.46817248,46,1180,202494,NA,"","Elina Svitolina","R",174,"UKR",22.6091718,13,3740,"4-6 6-1 6-4",3,"RR",122,7,5,98,57,42,17,14,5,8,4,3,81,63,41,6,13,6,11,1
"2143","2017-W-FC-2017-WG-PO-GER-UKR-01","Fed Cup WG R1: GER vs UKR","Clay",4,"D",20170422,2,201493,NA,"","Angelique Kerber","L",173,"GER",29.25941136,1,7335,201615,NA,"","Lesia Tsurenko","R",174,"UKR",27.89596167,43,1270,"6-1 6-4",3,"RR",69,1,3,62,39,29,11,9,4,5,1,1,49,34,18,6,8,0,4,1
"2144","2017-W-FC-2017-WG-PO-GER-UKR-01","Fed Cup WG R1: GER vs UKR","Clay",4,"D",20170422,3,202494,NA,"","Elina Svitolina","R",174,"UKR",22.6091718,13,3740,201493,NA,"","Angelique Kerber","L",173,"GER",29.25941136,1,7335,"6-4 6-2",3,"RR",80,1,1,67,44,31,9,9,4,6,0,1,76,55,31,6,9,4,9,1
"2145","2017-W-FC-2017-WG-PO-GER-UKR-01","Fed Cup WG R1: GER vs UKR","Clay",4,"D",20170422,4,201504,NA,"","Julia Goerges","R",180,"GER",28.46817248,46,1180,201615,NA,"","Lesia Tsurenko","R",174,"UKR",27.89596167,43,1270,"6-4 6-4",3,"RR",88,4,2,67,40,29,12,10,5,7,1,1,64,40,25,11,10,8,12,1
"2146","2017-W-FC-2017-WG-PO-NED-SVK-01","Fed Cup WG R1: NED vs SVK","Clay",4,"D",20170422,1,202450,NA,"","Jana Cepelova","R",168,"SVK",23.89869952,99,629,202480,NA,"","Richel Hogenkamp","R",NA,"NED",25.01574264,136,422,"6-3 6-2",3,"RR",94,1,3,83,49,27,16,9,10,14,0,3,50,30,13,6,8,4,11,1
"2147","2017-W-FC-2017-WG-PO-NED-SVK-01","Fed Cup WG R1: NED vs SVK","Clay",4,"D",20170422,2,202428,NA,"","Kiki Bertens","R",182,"NED",25.36618754,20,1988,211685,NA,"","Rebecca Sramkova","R",NA,"SVK",20.5065024,126,465,"6-1 6-3",3,"RR",65,4,5,41,24,19,8,8,1,3,1,2,44,25,15,3,8,2,8,1
